Entity,Code,Year,Population
Mexico,MEX,2009,112464000
Mexico,MEX,2010,114093000
Mexico,MEX,2011,115695000
Mexico,MEX,2012,117274000
Mexico,MEX,2013,118827000
Mexico,MEX,2014,120355000
Mexico,MEX,2015,121858000
Mexico,MEX,2016,123333000
Mexico,MEX,2017,124777000
Mexico,MEX,2018,126191000
Mexico,MEX,2019,127576000
Micronesia (country),FSM,1901,24645
Micronesia (country),FSM,1902,24766
Micronesia (country),FSM,1903,24888
Micronesia (country),FSM,1904,25012
Micronesia (country),FSM,1905,25136
Micronesia (country),FSM,1906,25260
Micronesia (country),FSM,1907,25384
Micronesia (country),FSM,1908,25510
Micronesia (country),FSM,1909,25636
Micronesia (country),FSM,1910,25763
Micronesia (country),FSM,1911,25890
Micronesia (country),FSM,1912,26019
Micronesia (country),FSM,1913,26147
Micronesia (country),FSM,1914,26277
Micronesia (country),FSM,1915,26407
Micronesia (country),FSM,1916,26538
Micronesia (country),FSM,1917,26670
Micronesia (country),FSM,1918,26809
Micronesia (country),FSM,1919,26947
Micronesia (country),FSM,1920,27085
Micronesia (country),FSM,1921,27225
Micronesia (country),FSM,1922,27365
Micronesia (country),FSM,1923,27506
Micronesia (country),FSM,1924,27647
Micronesia (country),FSM,1925,27790
Micronesia (country),FSM,1926,27933
Micronesia (country),FSM,1927,28076
Micronesia (country),FSM,1928,28221
Micronesia (country),FSM,1929,28366
Micronesia (country),FSM,1930,28512
Micronesia (country),FSM,1931,28659
Micronesia (country),FSM,1932,28807
Micronesia (country),FSM,1933,28955
Micronesia (country),FSM,1934,29104
Micronesia (country),FSM,1935,29254
Micronesia (country),FSM,1936,29404
Micronesia (country),FSM,1937,29556
Micronesia (country),FSM,1938,29708
Micronesia (country),FSM,1939,29861
Micronesia (country),FSM,1940,30014
Micronesia (country),FSM,1941,30169
Micronesia (country),FSM,1942,30324
Micronesia (country),FSM,1943,30480
Micronesia (country),FSM,1944,30637
Micronesia (country),FSM,1945,30795
Micronesia (country),FSM,1946,30953
Micronesia (country),FSM,1947,31113
Micronesia (country),FSM,1948,31273
Micronesia (country),FSM,1949,31434
Micronesia (country),FSM,1950,32000
Micronesia (country),FSM,1951,33000
Micronesia (country),FSM,1952,35000
Micronesia (country),FSM,1953,36000
Micronesia (country),FSM,1954,37000
Micronesia (country),FSM,1955,38000
Micronesia (country),FSM,1956,39000
Micronesia (country),FSM,1957,40000
Micronesia (country),FSM,1958,42000
Micronesia (country),FSM,1959,43000
Micronesia (country),FSM,1960,45000
Micronesia (country),FSM,1961,46000
Micronesia (country),FSM,1962,47000
Micronesia (country),FSM,1963,49000
Micronesia (country),FSM,1964,50000
Micronesia (country),FSM,1965,52000
Micronesia (country),FSM,1966,54000
Micronesia (country),FSM,1967,56000
Micronesia (country),FSM,1968,58000
Micronesia (country),FSM,1969,60000
Micronesia (country),FSM,1970,61000
Micronesia (country),FSM,1971,62000
Micronesia (country),FSM,1972,62000
Micronesia (country),FSM,1973,62000
Micronesia (country),FSM,1974,62000
Micronesia (country),FSM,1975,63000
Micronesia (country),FSM,1976,64000
Micronesia (country),FSM,1977,66000
Micronesia (country),FSM,1978,68000
Micronesia (country),FSM,1979,71000
Micronesia (country),FSM,1980,73000
Micronesia (country),FSM,1981,75000
Micronesia (country),FSM,1982,78000
Micronesia (country),FSM,1983,81000
Micronesia (country),FSM,1984,83000
Micronesia (country),FSM,1985,86000
Micronesia (country),FSM,1986,88000
Micronesia (country),FSM,1987,90000
Micronesia (country),FSM,1988,92000
Micronesia (country),FSM,1989,94000
Micronesia (country),FSM,1990,96000
Micronesia (country),FSM,1991,99000
Micronesia (country),FSM,1992,101000
Micronesia (country),FSM,1993,104000
Micronesia (country),FSM,1994,106000
Micronesia (country),FSM,1995,108000
Micronesia (country),FSM,1996,108000
Micronesia (country),FSM,1997,108000
Micronesia (country),FSM,1998,108000
Micronesia (country),FSM,1999,108000
Micronesia (country),FSM,2000,107000
Micronesia (country),FSM,2001,107000
Micronesia (country),FSM,2002,107000
Micronesia (country),FSM,2003,107000
Micronesia (country),FSM,2004,107000
Micronesia (country),FSM,2005,106000
Micronesia (country),FSM,2006,105000
Micronesia (country),FSM,2007,104000
Micronesia (country),FSM,2008,104000
Micronesia (country),FSM,2009,103000
Micronesia (country),FSM,2010,103000
Micronesia (country),FSM,2011,103000
Micronesia (country),FSM,2012,105000
Micronesia (country),FSM,2013,106000
Micronesia (country),FSM,2014,107000
Micronesia (country),FSM,2015,109000
Micronesia (country),FSM,2016,110000
Micronesia (country),FSM,2017,111000
Micronesia (country),FSM,2018,113000
Micronesia (country),FSM,2019,114000
Moldova,MDA,1901,1492684
Moldova,MDA,1902,1506133
Moldova,MDA,1903,1519915
Moldova,MDA,1904,1533823
Moldova,MDA,1905,1547858
Moldova,MDA,1906,1562022
Moldova,MDA,1907,1576007
Moldova,MDA,1908,1590429
Moldova,MDA,1909,1604982
Moldova,MDA,1910,1619668
Moldova,MDA,1911,1634398
Moldova,MDA,1912,1649353
Moldova,MDA,1913,1664446
Moldova,MDA,1914,1679676
Moldova,MDA,1915,1695046
Moldova,MDA,1916,1710557
Moldova,MDA,1917,1726209
Moldova,MDA,1918,1742100
Moldova,MDA,1919,1758113
Moldova,MDA,1920,1774273
Moldova,MDA,1921,1790582
Moldova,MDA,1922,1807041
Moldova,MDA,1923,1823651
Moldova,MDA,1924,1840413
Moldova,MDA,1925,1857330
Moldova,MDA,1926,1874402
Moldova,MDA,1927,1891631
Moldova,MDA,1928,1909019
Moldova,MDA,1929,1926566
Moldova,MDA,1930,1944274
Moldova,MDA,1931,1962146
Moldova,MDA,1932,1980181
Moldova,MDA,1933,1998383
Moldova,MDA,1934,2016751
Moldova,MDA,1935,2035289
Moldova,MDA,1936,2053997
Moldova,MDA,1937,2072877
Moldova,MDA,1938,2091930
Moldova,MDA,1939,2111159
Moldova,MDA,1940,2130564
Moldova,MDA,1941,2150148
Moldova,MDA,1942,2169912
Moldova,MDA,1943,2189857
Moldova,MDA,1944,2209986
Moldova,MDA,1945,2230299
Moldova,MDA,1946,2250800
Moldova,MDA,1947,2271489
Moldova,MDA,1948,2292368
Moldova,MDA,1949,2313439
Moldova,MDA,1950,2341000
Moldova,MDA,1951,2381000
Moldova,MDA,1952,2432000
Moldova,MDA,1953,2491000
Moldova,MDA,1954,2556000
Moldova,MDA,1955,2627000
Moldova,MDA,1956,2701000
Moldova,MDA,1957,2777000
Moldova,MDA,1958,2854000
Moldova,MDA,1959,2930000
Moldova,MDA,1960,3004000
Moldova,MDA,1961,3077000
Moldova,MDA,1962,3147000
Moldova,MDA,1963,3213000
Moldova,MDA,1964,3276000
Moldova,MDA,1965,3337000
Moldova,MDA,1966,3393000
Moldova,MDA,1967,3446000
Moldova,MDA,1968,3496000
Moldova,MDA,1969,3546000
Moldova,MDA,1970,3596000
Moldova,MDA,1971,3647000
Moldova,MDA,1972,3698000
Moldova,MDA,1973,3749000
Moldova,MDA,1974,3797000
Moldova,MDA,1975,3840000
Moldova,MDA,1976,3878000
Moldova,MDA,1977,3912000
Moldova,MDA,1978,3943000
Moldova,MDA,1979,3976000
Moldova,MDA,1980,4011000
Moldova,MDA,1981,4050000
Moldova,MDA,1982,4091000
Moldova,MDA,1983,4134000
Moldova,MDA,1984,4176000
Moldova,MDA,1985,4216000
Moldova,MDA,1986,4255000
Moldova,MDA,1987,4290000
Moldova,MDA,1988,4322000
Moldova,MDA,1989,4348000
Moldova,MDA,1990,4366000
Moldova,MDA,1991,4375000
Moldova,MDA,1992,4377000
Moldova,MDA,1993,4371000
Moldova,MDA,1994,4359000
Moldova,MDA,1995,4341000
Moldova,MDA,1996,4316000
Moldova,MDA,1997,4286000
Moldova,MDA,1998,4255000
Moldova,MDA,1999,4226000
Moldova,MDA,2000,4203000
Moldova,MDA,2001,4187000
Moldova,MDA,2002,4178000
Moldova,MDA,2003,4173000
Moldova,MDA,2004,4168000
Moldova,MDA,2005,4159000
Moldova,MDA,2006,4146000
Moldova,MDA,2007,4130000
Moldova,MDA,2008,4113000
Moldova,MDA,2009,4098000
Moldova,MDA,2010,4086000
Moldova,MDA,2011,4079000
Moldova,MDA,2012,4076000
Moldova,MDA,2013,4075000
Moldova,MDA,2014,4073000
Moldova,MDA,2015,4071000
Moldova,MDA,2016,4066000
Moldova,MDA,2017,4060000
Moldova,MDA,2018,4052000
Moldova,MDA,2019,4043000
Monaco,MCO,1901,14068
Monaco,MCO,1902,14171
Monaco,MCO,1903,14275
Monaco,MCO,1904,14380
Monaco,MCO,1905,14485
Monaco,MCO,1906,14592
Monaco,MCO,1907,14697
Monaco,MCO,1908,14805
Monaco,MCO,1909,14914
Monaco,MCO,1910,15023
Monaco,MCO,1911,15133
Monaco,MCO,1912,15244
Monaco,MCO,1913,15356
Monaco,MCO,1914,15469
Monaco,MCO,1915,15583
Monaco,MCO,1916,15697
Monaco,MCO,1917,15813
Monaco,MCO,1918,15927
Monaco,MCO,1919,16043
Monaco,MCO,1920,16160
Monaco,MCO,1921,16278
Monaco,MCO,1922,16396
Monaco,MCO,1923,16516
Monaco,MCO,1924,16636
Monaco,MCO,1925,16757
Monaco,MCO,1926,16879
Monaco,MCO,1927,17002
Monaco,MCO,1928,17126
Monaco,MCO,1929,17250
Monaco,MCO,1930,17376
Monaco,MCO,1931,17503
Monaco,MCO,1932,17630
Monaco,MCO,1933,17758
Monaco,MCO,1934,17888
Monaco,MCO,1935,18018
Monaco,MCO,1936,18149
Monaco,MCO,1937,18281
Monaco,MCO,1938,18414
Monaco,MCO,1939,18548
Monaco,MCO,1940,18683
Monaco,MCO,1941,18819
Monaco,MCO,1942,18956
Monaco,MCO,1943,19094
Monaco,MCO,1944,19233
Monaco,MCO,1945,19373
Monaco,MCO,1946,19514
Monaco,MCO,1947,19656
Monaco,MCO,1948,19800
Monaco,MCO,1949,19944
Monaco,MCO,1950,20000
Monaco,MCO,1951,19000
Monaco,MCO,1952,19000
Monaco,MCO,1953,19000
Monaco,MCO,1954,19000
Monaco,MCO,1955,20000
Monaco,MCO,1956,20000
Monaco,MCO,1957,21000
Monaco,MCO,1958,21000
Monaco,MCO,1959,22000
Monaco,MCO,1960,22000
Monaco,MCO,1961,23000
Monaco,MCO,1962,23000
Monaco,MCO,1963,23000
Monaco,MCO,1964,23000
Monaco,MCO,1965,23000
Monaco,MCO,1966,23000
Monaco,MCO,1967,23000
Monaco,MCO,1968,23000
Monaco,MCO,1969,23000
Monaco,MCO,1970,23000
Monaco,MCO,1971,24000
Monaco,MCO,1972,24000
Monaco,MCO,1973,24000
Monaco,MCO,1974,25000
Monaco,MCO,1975,25000
Monaco,MCO,1976,26000
Monaco,MCO,1977,26000
Monaco,MCO,1978,26000
Monaco,MCO,1979,26000
Monaco,MCO,1980,27000
Monaco,MCO,1981,27000
Monaco,MCO,1982,28000
Monaco,MCO,1983,28000
Monaco,MCO,1984,29000
Monaco,MCO,1985,29000
Monaco,MCO,1986,29000
Monaco,MCO,1987,29000
Monaco,MCO,1988,29000
Monaco,MCO,1989,29000
Monaco,MCO,1990,29000
Monaco,MCO,1991,30000
Monaco,MCO,1992,30000
Monaco,MCO,1993,30000
Monaco,MCO,1994,30000
Monaco,MCO,1995,31000
Monaco,MCO,1996,31000
Monaco,MCO,1997,31000
Monaco,MCO,1998,32000
Monaco,MCO,1999,32000
Monaco,MCO,2000,32000
Monaco,MCO,2001,32000
Monaco,MCO,2002,33000
Monaco,MCO,2003,33000
Monaco,MCO,2004,33000
Monaco,MCO,2005,34000
Monaco,MCO,2006,34000
Monaco,MCO,2007,35000
Monaco,MCO,2008,35000
Monaco,MCO,2009,35000
Monaco,MCO,2010,36000
Monaco,MCO,2011,36000
Monaco,MCO,2012,36000
Monaco,MCO,2013,37000
Monaco,MCO,2014,37000
Monaco,MCO,2015,38000
Monaco,MCO,2016,38000
Monaco,MCO,2017,38000
Monaco,MCO,2018,39000
Monaco,MCO,2019,39000
Mongolia,MNG,1901,705845
Mongolia,MNG,1902,707131
Mongolia,MNG,1903,708424
Mongolia,MNG,1904,709719
Mongolia,MNG,1905,711017
Mongolia,MNG,1906,712317
Mongolia,MNG,1907,713614
Mongolia,MNG,1908,714918
Mongolia,MNG,1909,716225
Mongolia,MNG,1910,717535
Mongolia,MNG,1911,718845
Mongolia,MNG,1912,720160
Mongolia,MNG,1913,721495
Mongolia,MNG,1914,722853
Mongolia,MNG,1915,724231
Mongolia,MNG,1916,725613
Mongolia,MNG,1917,726997
Mongolia,MNG,1918,728459
Mongolia,MNG,1919,729905
Mongolia,MNG,1920,731354
Mongolia,MNG,1921,732806
Mongolia,MNG,1922,734261
Mongolia,MNG,1923,735718
Mongolia,MNG,1924,737179
Mongolia,MNG,1925,738642
Mongolia,MNG,1926,740109
Mongolia,MNG,1927,741578
Mongolia,MNG,1928,743050
Mongolia,MNG,1929,744525
Mongolia,MNG,1930,746003
Mongolia,MNG,1931,747484
Mongolia,MNG,1932,748968
Mongolia,MNG,1933,750455
Mongolia,MNG,1934,751945
Mongolia,MNG,1935,753437
Mongolia,MNG,1936,754933
Mongolia,MNG,1937,756432
Mongolia,MNG,1938,757933
Mongolia,MNG,1939,759438
Mongolia,MNG,1940,760946
Mongolia,MNG,1941,762456
Mongolia,MNG,1942,763970
Mongolia,MNG,1943,765486
Mongolia,MNG,1944,767006
Mongolia,MNG,1945,768529
Mongolia,MNG,1946,770054
Mongolia,MNG,1947,771583
Mongolia,MNG,1948,773115
Mongolia,MNG,1949,774650
Mongolia,MNG,1950,780000
Mongolia,MNG,1951,794000
Mongolia,MNG,1952,808000
Mongolia,MNG,1953,823000
Mongolia,MNG,1954,839000
Mongolia,MNG,1955,855000
Mongolia,MNG,1956,872000
Mongolia,MNG,1957,890000
Mongolia,MNG,1958,910000
Mongolia,MNG,1959,931000
Mongolia,MNG,1960,956000
Mongolia,MNG,1961,982000
Mongolia,MNG,1962,1011000
Mongolia,MNG,1963,1042000
Mongolia,MNG,1964,1075000
Mongolia,MNG,1965,1107000
Mongolia,MNG,1966,1140000
Mongolia,MNG,1967,1173000
Mongolia,MNG,1968,1207000
Mongolia,MNG,1969,1242000
Mongolia,MNG,1970,1279000
Mongolia,MNG,1971,1317000
Mongolia,MNG,1972,1357000
Mongolia,MNG,1973,1397000
Mongolia,MNG,1974,1438000
Mongolia,MNG,1975,1480000
Mongolia,MNG,1976,1521000
Mongolia,MNG,1977,1562000
Mongolia,MNG,1978,1604000
Mongolia,MNG,1979,1646000
Mongolia,MNG,1980,1690000
Mongolia,MNG,1981,1733000
Mongolia,MNG,1982,1778000
Mongolia,MNG,1983,1823000
Mongolia,MNG,1984,1871000
Mongolia,MNG,1985,1922000
Mongolia,MNG,1986,1976000
Mongolia,MNG,1987,2033000
Mongolia,MNG,1988,2090000
Mongolia,MNG,1989,2141000
Mongolia,MNG,1990,2184000
Mongolia,MNG,1991,2218000
Mongolia,MNG,1992,2243000
Mongolia,MNG,1993,2263000
Mongolia,MNG,1994,2280000
Mongolia,MNG,1995,2298000
Mongolia,MNG,1996,2317000
Mongolia,MNG,1997,2336000
Mongolia,MNG,1998,2356000
Mongolia,MNG,1999,2376000
Mongolia,MNG,2000,2397000
Mongolia,MNG,2001,2420000
Mongolia,MNG,2002,2443000
Mongolia,MNG,2003,2469000
Mongolia,MNG,2004,2496000
Mongolia,MNG,2005,2526000
Mongolia,MNG,2006,2559000
Mongolia,MNG,2007,2594000
Mongolia,MNG,2008,2632000
Mongolia,MNG,2009,2674000
Mongolia,MNG,2010,2720000
Mongolia,MNG,2011,2770000
Mongolia,MNG,2012,2825000
Mongolia,MNG,2013,2882000
Mongolia,MNG,2014,2940000
Mongolia,MNG,2015,2998000
Mongolia,MNG,2016,3056000
Mongolia,MNG,2017,3114000
Mongolia,MNG,2018,3170000
Mongolia,MNG,2019,3225000
Montenegro,MNE,1901,256921
Montenegro,MNE,1902,259128
Montenegro,MNE,1903,261388
Montenegro,MNE,1904,263667
Montenegro,MNE,1905,265966
Montenegro,MNE,1906,268285
Montenegro,MNE,1907,270575
Montenegro,MNE,1908,272935
Montenegro,MNE,1909,275315
Montenegro,MNE,1910,277715
Montenegro,MNE,1911,280123
Montenegro,MNE,1912,282565
Montenegro,MNE,1913,285029
Montenegro,MNE,1914,287514
Montenegro,MNE,1915,290021
Montenegro,MNE,1916,292550
Montenegro,MNE,1917,295101
Montenegro,MNE,1918,297730
Montenegro,MNE,1919,300369
Montenegro,MNE,1920,303030
Montenegro,MNE,1921,305716
Montenegro,MNE,1922,308425
Montenegro,MNE,1923,311158
Montenegro,MNE,1924,313915
Montenegro,MNE,1925,316697
Montenegro,MNE,1926,319503
Montenegro,MNE,1927,322334
Montenegro,MNE,1928,325191
Montenegro,MNE,1929,328073
Montenegro,MNE,1930,330980
Montenegro,MNE,1931,333913
Montenegro,MNE,1932,336872
Montenegro,MNE,1933,339857
Montenegro,MNE,1934,342868
Montenegro,MNE,1935,345907
Montenegro,MNE,1936,348972
Montenegro,MNE,1937,352064
Montenegro,MNE,1938,355184
Montenegro,MNE,1939,358332
Montenegro,MNE,1940,361507
Montenegro,MNE,1941,364710
Montenegro,MNE,1942,367942
Montenegro,MNE,1943,371203
Montenegro,MNE,1944,374492
Montenegro,MNE,1945,377811
Montenegro,MNE,1946,381159
Montenegro,MNE,1947,384536
Montenegro,MNE,1948,387944
Montenegro,MNE,1949,391382
Montenegro,MNE,1950,395000
Montenegro,MNE,1951,401000
Montenegro,MNE,1952,411000
Montenegro,MNE,1953,422000
Montenegro,MNE,1954,433000
Montenegro,MNE,1955,444000
Montenegro,MNE,1956,453000
Montenegro,MNE,1957,462000
Montenegro,MNE,1958,470000
Montenegro,MNE,1959,478000
Montenegro,MNE,1960,487000
Montenegro,MNE,1961,498000
Montenegro,MNE,1962,510000
Montenegro,MNE,1963,521000
Montenegro,MNE,1964,529000
Montenegro,MNE,1965,534000
Montenegro,MNE,1966,534000
Montenegro,MNE,1967,530000
Montenegro,MNE,1968,525000
Montenegro,MNE,1969,521000
Montenegro,MNE,1970,520000
Montenegro,MNE,1971,523000
Montenegro,MNE,1972,529000
Montenegro,MNE,1973,538000
Montenegro,MNE,1974,547000
Montenegro,MNE,1975,554000
Montenegro,MNE,1976,560000
Montenegro,MNE,1977,566000
Montenegro,MNE,1978,570000
Montenegro,MNE,1979,575000
Montenegro,MNE,1980,581000
Montenegro,MNE,1981,588000
Montenegro,MNE,1982,595000
Montenegro,MNE,1983,603000
Montenegro,MNE,1984,609000
Montenegro,MNE,1985,614000
Montenegro,MNE,1986,616000
Montenegro,MNE,1987,617000
Montenegro,MNE,1988,616000
Montenegro,MNE,1989,615000
Montenegro,MNE,1990,615000
Montenegro,MNE,1991,616000
Montenegro,MNE,1992,617000
Montenegro,MNE,1993,619000
Montenegro,MNE,1994,620000
Montenegro,MNE,1995,620000
Montenegro,MNE,1996,620000
Montenegro,MNE,1997,618000
Montenegro,MNE,1998,616000
Montenegro,MNE,1999,615000
Montenegro,MNE,2000,614000
Montenegro,MNE,2001,613000
Montenegro,MNE,2002,613000
Montenegro,MNE,2003,614000
Montenegro,MNE,2004,615000
Montenegro,MNE,2005,616000
Montenegro,MNE,2006,618000
Montenegro,MNE,2007,620000
Montenegro,MNE,2008,621000
Montenegro,MNE,2009,623000
Montenegro,MNE,2010,624000
Montenegro,MNE,2011,625000
Montenegro,MNE,2012,626000
Montenegro,MNE,2013,626000
Montenegro,MNE,2014,627000
Montenegro,MNE,2015,627000
Montenegro,MNE,2016,627000
Montenegro,MNE,2017,628000
Montenegro,MNE,2018,628000
Montenegro,MNE,2019,628000
Montserrat,MSR,1950,14000
Montserrat,MSR,1951,14000
Montserrat,MSR,1952,14000
Montserrat,MSR,1953,15000
Montserrat,MSR,1954,15000
Montserrat,MSR,1955,14000
Montserrat,MSR,1956,14000
Montserrat,MSR,1957,13000
Montserrat,MSR,1958,13000
Montserrat,MSR,1959,12000
Montserrat,MSR,1960,12000
Montserrat,MSR,1961,12000
Montserrat,MSR,1962,12000
Montserrat,MSR,1963,12000
Montserrat,MSR,1964,12000
Montserrat,MSR,1965,12000
Montserrat,MSR,1966,12000
Montserrat,MSR,1967,12000
Montserrat,MSR,1968,12000
Montserrat,MSR,1969,12000
Montserrat,MSR,1970,12000
Montserrat,MSR,1971,12000
Montserrat,MSR,1972,12000
Montserrat,MSR,1973,12000
Montserrat,MSR,1974,12000
Montserrat,MSR,1975,12000
Montserrat,MSR,1976,12000
Montserrat,MSR,1977,12000
Montserrat,MSR,1978,12000
Montserrat,MSR,1979,12000
Montserrat,MSR,1980,12000
Montserrat,MSR,1981,11000
Montserrat,MSR,1982,11000
Montserrat,MSR,1983,11000
Montserrat,MSR,1984,11000
Montserrat,MSR,1985,11000
Montserrat,MSR,1986,11000
Montserrat,MSR,1987,11000
Montserrat,MSR,1988,11000
Montserrat,MSR,1989,11000
Montserrat,MSR,1990,11000
Montserrat,MSR,1991,11000
Montserrat,MSR,1992,11000
Montserrat,MSR,1993,11000
Montserrat,MSR,1994,10000
Montserrat,MSR,1995,10000
Montserrat,MSR,1996,9000
Montserrat,MSR,1997,8000
Montserrat,MSR,1998,7000
Montserrat,MSR,1999,6000
Montserrat,MSR,2000,5000
Montserrat,MSR,2001,5000
Montserrat,MSR,2002,4000
Montserrat,MSR,2003,5000
Montserrat,MSR,2004,5000
Montserrat,MSR,2005,5000
Montserrat,MSR,2006,5000
Montserrat,MSR,2007,5000
Montserrat,MSR,2008,5000
Montserrat,MSR,2009,5000
Montserrat,MSR,2010,5000
Montserrat,MSR,2011,5000
Montserrat,MSR,2012,5000
Montserrat,MSR,2013,5000
Montserrat,MSR,2014,5000
Montserrat,MSR,2015,5000
Montserrat,MSR,2016,5000
Montserrat,MSR,2017,5000
Montserrat,MSR,2018,5000
Montserrat,MSR,2019,5000
Morocco,MAR,1901,4700628
Morocco,MAR,1902,4733497
Morocco,MAR,1903,4766989
Morocco,MAR,1904,4800719
Morocco,MAR,1905,4834687
Morocco,MAR,1906,4868896
Morocco,MAR,1907,4902779
Morocco,MAR,1908,4937469
Morocco,MAR,1909,4972405
Morocco,MAR,1910,5007588
Morocco,MAR,1911,5042854
Morocco,MAR,1912,5078535
Morocco,MAR,1913,5128451
Morocco,MAR,1914,5192915
Morocco,MAR,1915,5272249
Morocco,MAR,1916,5352794
Morocco,MAR,1917,5434569
Morocco,MAR,1918,5517517
Morocco,MAR,1919,5601751
Morocco,MAR,1920,5687270
Morocco,MAR,1921,5774095
Morocco,MAR,1922,5862245
Morocco,MAR,1923,5951741
Morocco,MAR,1924,6042604
Morocco,MAR,1925,6134854
Morocco,MAR,1926,6228512
Morocco,MAR,1927,6323599
Morocco,MAR,1928,6420139
Morocco,MAR,1929,6518152
Morocco,MAR,1930,6617662
Morocco,MAR,1931,6718691
Morocco,MAR,1932,6821262
Morocco,MAR,1933,6925399
Morocco,MAR,1934,7031126
Morocco,MAR,1935,7138467
Morocco,MAR,1936,7247446
Morocco,MAR,1937,7358090
Morocco,MAR,1938,7470422
Morocco,MAR,1939,7584470
Morocco,MAR,1940,7700258
Morocco,MAR,1941,7817815
Morocco,MAR,1942,7937166
Morocco,MAR,1943,8058339
Morocco,MAR,1944,8181362
Morocco,MAR,1945,8306263
Morocco,MAR,1946,8433071
Morocco,MAR,1947,8561814
Morocco,MAR,1948,8692524
Morocco,MAR,1949,8825229
Morocco,MAR,1950,8986000
Morocco,MAR,1951,9243000
Morocco,MAR,1952,9529000
Morocco,MAR,1953,9837000
Morocco,MAR,1954,10163000
Morocco,MAR,1955,10503000
Morocco,MAR,1956,10853000
Morocco,MAR,1957,11212000
Morocco,MAR,1958,11578000
Morocco,MAR,1959,11951000
Morocco,MAR,1960,12329000
Morocco,MAR,1961,12711000
Morocco,MAR,1962,13095000
Morocco,MAR,1963,13478000
Morocco,MAR,1964,13858000
Morocco,MAR,1965,14230000
Morocco,MAR,1966,14595000
Morocco,MAR,1967,14954000
Morocco,MAR,1968,15307000
Morocco,MAR,1969,15657000
Morocco,MAR,1970,16005000
Morocco,MAR,1971,16351000
Morocco,MAR,1972,16697000
Morocco,MAR,1973,17049000
Morocco,MAR,1974,17413000
Morocco,MAR,1975,17796000
Morocco,MAR,1976,18199000
Morocco,MAR,1977,18620000
Morocco,MAR,1978,19060000
Morocco,MAR,1979,19517000
Morocco,MAR,1980,19990000
Morocco,MAR,1981,20480000
Morocco,MAR,1982,20984000
Morocco,MAR,1983,21495000
Morocco,MAR,1984,22003000
Morocco,MAR,1985,22499000
Morocco,MAR,1986,22980000
Morocco,MAR,1987,23447000
Morocco,MAR,1988,23904000
Morocco,MAR,1989,24356000
Morocco,MAR,1990,24807000
Morocco,MAR,1991,25260000
Morocco,MAR,1992,25711000
Morocco,MAR,1993,26155000
Morocco,MAR,1994,26584000
Morocco,MAR,1995,26994000
Morocco,MAR,1996,27383000
Morocco,MAR,1997,27755000
Morocco,MAR,1998,28110000
Morocco,MAR,1999,28456000
Morocco,MAR,2000,28794000
Morocco,MAR,2001,29126000
Morocco,MAR,2002,29455000
Morocco,MAR,2003,29783000
Morocco,MAR,2004,30115000
Morocco,MAR,2005,30456000
Morocco,MAR,2006,30805000
Morocco,MAR,2007,31164000
Morocco,MAR,2008,31537000
Morocco,MAR,2009,31929000
Morocco,MAR,2010,32343000
Morocco,MAR,2011,32782000
Morocco,MAR,2012,33242000
Morocco,MAR,2013,33716000
Morocco,MAR,2014,34192000
Morocco,MAR,2015,34664000
Morocco,MAR,2016,35126000
Morocco,MAR,2017,35581000
Morocco,MAR,2018,36029000
Morocco,MAR,2019,36472000
Mozambique,MOZ,1901,4069342
Mozambique,MOZ,1902,4101137
Mozambique,MOZ,1903,4133693
Mozambique,MOZ,1904,4166504
Mozambique,MOZ,1905,4199574
Mozambique,MOZ,1906,4232904
Mozambique,MOZ,1907,4265754
Mozambique,MOZ,1908,4299604
Mozambique,MOZ,1909,4333721
Mozambique,MOZ,1910,4368107
Mozambique,MOZ,1911,4402543
Mozambique,MOZ,1912,4437470
Mozambique,MOZ,1913,4472671
Mozambique,MOZ,1914,4508149
Mozambique,MOZ,1915,4543906
Mozambique,MOZ,1916,4579944
Mozambique,MOZ,1917,4616266
Mozambique,MOZ,1918,4657456
Mozambique,MOZ,1919,4697857
Mozambique,MOZ,1920,4738609
Mozambique,MOZ,1921,4779714
Mozambique,MOZ,1922,4821176
Mozambique,MOZ,1923,4862997
Mozambique,MOZ,1924,4905182
Mozambique,MOZ,1925,4947732
Mozambique,MOZ,1926,4990651
Mozambique,MOZ,1927,5033943
Mozambique,MOZ,1928,5077610
Mozambique,MOZ,1929,5121656
Mozambique,MOZ,1930,5166084
Mozambique,MOZ,1931,5210898
Mozambique,MOZ,1932,5256100
Mozambique,MOZ,1933,5301694
Mozambique,MOZ,1934,5347684
Mozambique,MOZ,1935,5394073
Mozambique,MOZ,1936,5440864
Mozambique,MOZ,1937,5488061
Mozambique,MOZ,1938,5535668
Mozambique,MOZ,1939,5583687
Mozambique,MOZ,1940,5632123
Mozambique,MOZ,1941,5680979
Mozambique,MOZ,1942,5730259
Mozambique,MOZ,1943,5779967
Mozambique,MOZ,1944,5830105
Mozambique,MOZ,1945,5880679
Mozambique,MOZ,1946,5931691
Mozambique,MOZ,1947,5983146
Mozambique,MOZ,1948,6035047
Mozambique,MOZ,1949,6087398
Mozambique,MOZ,1950,5959000
Mozambique,MOZ,1951,6059000
Mozambique,MOZ,1952,6165000
Mozambique,MOZ,1953,6275000
Mozambique,MOZ,1954,6390000
Mozambique,MOZ,1955,6508000
Mozambique,MOZ,1956,6632000
Mozambique,MOZ,1957,6760000
Mozambique,MOZ,1958,6894000
Mozambique,MOZ,1959,7036000
Mozambique,MOZ,1960,7185000
